frame_number,timestamp_s,track_id,team_label,bbox_x1,bbox_y1,bbox_x2,bbox_y2,foot_x_px,foot_y_px,pitch_x_m,pitch_y_m
282,11.2400,384,Referee,656,355,701,440,678.5,438.3,62.1835,35.3716
282,11.2400,361,Team B,1517,289,1555,370,1536.0,368.4,83.9746,32.7468
282,11.2400,348,Team B,1441,352,1487,432,1464.0,430.4,79.3003,39.2793
283,11.2800,6,Team B,1486,694,1557,829,1521.5,826.3,69.0650,65.7174
283,11.2800,7,Team B,1432,522,1478,639,1455.0,636.7,72.1661,55.7433
283,11.2800,89,Team B,509,439,551,544,530.0,541.9,57.6330,44.2625
283,11.2800,69,Team B,1204,646,1260,781,1232.0,778.3,65.7435,62.3091
283,11.2800,232,Staff/GK,1464,978,1545,1079,1504.5,1077.0,65.0932,74.4598
283,11.2800,266,Staff/GK,881,968,938,1080,909.5,1077.8,58.3257,72.1892
283,11.2800,311,Staff/GK,324,994,384,1080,354.0,1078.3,52.1872,70.1234
283,11.2800,15,Team A,1533,431,1578,515,1555.5,513.3,78.0238,47.2724
283,11.2800,337,Team B,1122,246,1156,313,1139.0,311.7,76.5968,22.5726
283,11.2800,340,Team A,1646,325,1684,404,1665.0,402.4,85.2784,37.4096
283,11.2800,355,Team B,99,316,134,393,116.5,391.5,50.6979,26.9936
283,11.2800,363,Team B,1720,407,1761,502,1740.5,500.1,82.1684,47.3709
283,11.2800,364,Team A,319,275,351,340,335.0,338.7,55.8995,21.7313
283,11.2800,8,Team A,934,271,968,344,951.0,342.5,70.6462,25.6356
283,11.2800,384,Referee,644,353,689,440,666.5,438.3,61.8315,35.4194
283,11.2800,361,Team B,1512,289,1548,368,1530.0,366.4,83.8355,32.5361
283,11.2800,348,Team B,1433,352,1479,434,1456.0,432.4,79.0207,39.3488
283,11.2800,362,Team B,855,297,880,347,867.5,346.0,68.3324,26.5560
284,11.3200,6,Team B,1488,696,1560,833,1524.0,830.3,69.0057,65.8993
284,11.3200,7,Team B,1424,525,1476,657,1450.0,654.4,71.7906,56.3756
284,11.3200,89,Team B,504,439,545,544,524.5,541.9,57.4768,44.2241
284,11.3200,69,Team B,1199,646,1256,784,1227.5,781.2,65.6171,62.4052
284,11.3200,232,Staff/GK,1459,977,1542,1079,1500.5,1077.0,65.0343,74.4724
284,11.3200,266,Staff/GK,878,970,935,1080,906.5,1077.8,58.2690,72.2061
284,11.3200,311,Staff/GK,319,996,379,1080,349.0,1078.3,52.1026,70.1329
284,11.3200,15,Team A,1522,434,1570,522,1546.0,520.2,77.5754,47.6803
284,11.3200,337,Team B,1115,246,1151,314,1133.0,312.6,76.3456,22.5840
284,11.3200,340,Team A,1640,325,1678,403,1659.0,401.4,85.0817,37.3568
284,11.3200,355,Team B,88,316,123,392,105.5,390.5,50.3922,27.0132
284,11.3200,363,Team B,1716,406,1759,504,1737.5,502.0,82.0026,47.4727
284,11.3200,364,Team A,311,276,343,342,327.0,340.7,55.6186,21.7920
284,11.3200,8,Team A,928,272,961,343,944.5,341.6,70.3977,25.5943
284,11.3200,384,Referee,621,333,679,445,650.0,442.8,61.4009,35.6728
284,11.3200,361,Team B,1506,289,1542,368,1524.0,366.4,83.6523,32.4298
284,11.3200,348,Team B,1425,352,1470,433,1447.5,431.4,78.7864,39.2879
284,11.3200,362,Team B,845,301,875,360,860.0,358.8,67.9202,27.0359
285,11.3600,6,Team B,1492,700,1564,838,1528.0,835.2,68.9473,66.1202
285,11.3600,7,Team B,1419,530,1473,668,1446.0,665.2,71.4224,57.0110
285,11.3600,89,Team B,499,440,539,542,519.0,540.0,57.3342,44.1082
285,11.3600,69,Team B,1194,646,1251,787,1222.5,784.2,65.4769,62.5235
285,11.3600,232,Staff/GK,1456,979,1539,1079,1497.5,1077.0,64.9802,74.4874
285,11.3600,266,Staff/GK,875,972,931,1080,903.0,1077.8,58.2090,72.2219
285,11.3600,311,Staff/GK,315,998,374,1080,344.5,1078.4,52.0227,70.1439
285,11.3600,15,Team A,1514,436,1561,525,1537.5,523.2,77.2050,47.9631
285,11.3600,337,Team B,1110,246,1145,312,1127.5,310.7,76.1635,22.3990
285,11.3600,340,Team A,1633,325,1670,402,1651.5,400.5,84.8939,37.2420
285,11.3600,355,Team B,77,313,115,396,96.0,394.3,50.1022,27.2854
285,11.3600,363,Team B,1714,404,1758,505,1736.0,503.0,81.8690,47.5575
285,11.3600,364,Team A,304,277,335,340,319.5,338.7,55.3662,21.6473
285,11.3600,8,Team A,919,272,954,347,936.5,345.5,70.0566,25.8766
285,11.3600,384,Referee,607,327,669,448,638.0,445.6,61.0143,35.9181
285,11.3600,361,Team B,1500,288,1536,370,1518.0,368.4,83.3892,32.5099
285,11.3600,348,Team B,1414,351,1459,435,1436.5,433.3,78.4634,39.3466
285,11.3600,362,Team B,841,302,869,357,855.0,355.9,67.6897,26.9915
286,11.4000,6,Team B,1494,705,1566,844,1530.0,841.2,68.8620,66.3753
286,11.4000,7,Team B,1416,535,1469,669,1442.5,666.3,71.2045,57.3001
286,11.4000,89,Team B,493,440,532,541,512.5,539.0,57.1797,44.0048
286,11.4000,69,Team B,1190,648,1246,789,1218.0,786.2,65.3446,62.6256
286,11.4000,232,Staff/GK,1454,980,1538,1079,1496.0,1077.0,64.9386,74.5065
286,11.4000,266,Staff/GK,873,974,929,1080,901.0,1077.9,58.1578,72.2405
286,11.4000,311,Staff/GK,310,1000,369,1080,339.5,1078.4,51.9414,70.1543
286,11.4000,15,Team A,1508,441,1553,527,1530.5,525.3,76.9042,48.1559
286,11.4000,337,Team B,1105,248,1138,312,1121.5,310.7,75.9462,22.3134
286,11.4000,340,Team A,1626,326,1663,402,1644.5,400.5,84.6843,37.1715
286,11.4000,355,Team B,67,314,106,397,86.5,395.3,49.8227,27.4532
286,11.4000,363,Team B,1713,404,1756,506,1734.5,504.0,81.7474,47.6376
286,11.4000,364,Team A,295,276,326,342,310.5,340.7,55.0809,21.7391
286,11.4000,8,Team A,911,273,946,347,928.5,345.5,69.7568,25.9715
286,11.4000,384,Referee,597,326,660,449,628.5,446.5,60.6952,36.0541
286,11.4000,361,Team B,1494,287,1530,370,1512.0,368.3,83.1570,32.5190
286,11.4000,348,Team B,1407,351,1451,434,1429.0,432.3,78.2244,39.2857
286,11.4000,362,Team B,834,301,865,364,849.5,362.7,67.3587,27.4951
287,11.4400,6,Team B,1491,708,1566,851,1528.5,848.1,68.7274,66.6566
287,11.4400,7,Team B,1411,537,1464,669,1437.5,666.4,71.0463,57.4096
287,11.4400,89,Team B,488,440,528,542,508.0,540.0,57.0305,44.0082
287,11.4400,69,Team B,1186,648,1242,788,1214.0,785.2,65.2476,62.6385
287,11.4400,232,Staff/GK,1449,982,1533,1079,1491.0,1077.1,64.8774,74.5195
287,11.4400,266,Staff/GK,870,976,926,1080,898.0,1077.9,58.1034,72.2581
287,11.4400,311,Staff/GK,306,1001,365,1079,335.5,1077.4,51.8674,70.1482
287,11.4400,15,Team A,1499,443,1543,526,1521.0,524.3,76.6640,48.1597
287,11.4400,337,Team B,1097,246,1132,314,1114.5,312.6,75.6490,22.4327
287,11.4400,340,Team A,1618,326,1658,404,1638.0,402.4,84.4123,37.2507
287,11.4400,355,Team B,56,314,98,405,77.0,403.2,49.5439,28.0600
287,11.4400,363,Team B,1711,405,1754,507,1732.5,505.0,81.6239,47.7150
287,11.4400,364,Team A,288,275,320,341,304.0,339.7,54.8345,21.6897
287,11.4400,8,Team A,904,272,939,348,921.5,346.5,69.4701,26.0712
287,11.4400,384,Referee,587,329,649,451,618.0,448.6,60.3814,36.2078
287,11.4400,361,Team B,1488,286,1524,370,1506.0,368.3,82.9370,32.5000
287,11.4400,348,Team B,1399,349,1443,433,1421.0,431.3,78.0127,39.1726
287,11.4400,362,Team B,826,301,858,368,842.0,366.7,67.0118,27.9796
288,11.4800,6,Team B,1490,711,1567,855,1528.5,852.1,68.6177,66.8787
288,11.4800,7,Team B,1408,541,1459,668,1433.5,665.5,70.9351,57.4173
288,11.4800,89,Team B,482,442,522,543,502.0,541.0,56.8671,44.0518
288,11.4800,69,Team A,1182,647,1238,789,1210.0,786.2,65.1466,62.6706
288,11.4800,232,Staff/GK,1444,984,1529,1079,1486.5,1077.1,64.8119,74.5311
288,11.4800,266,Staff/GK,867,977,923,1080,895.0,1077.9,58.0476,72.2749
288,11.4800,311,Staff/GK,301,1003,359,1079,330.0,1077.5,51.7850,70.1507
288,11.4800,15,Team A,1493,444,1535,526,1514.0,524.4,76.4576,48.1427
288,11.4800,337,Team B,1093,246,1127,314,1110.0,312.6,75.4106,22.4714
288,11.4800,340,Team A,1614,328,1654,404,1634.0,402.5,84.2115,37.2707
288,11.4800,355,Team B,46,314,88,401,67.0,399.3,49.2672,28.0151
288,11.4800,363,Team B,1710,404,1753,507,1731.5,504.9,81.5378,47.7437
288,11.4800,364,Team A,280,274,312,342,296.0,340.6,54.5720,21.7420
288,11.4800,8,Team A,899,274,935,348,917.0,346.5,69.2431,26.1077
288,11.4800,384,Referee,577,330,638,451,607.5,448.6,60.0886,36.2470
288,11.4800,361,Team B,1482,285,1520,371,1501.0,369.3,82.7060,32.5463
288,11.4800,348,Team B,1391,351,1434,433,1412.5,431.4,77.7788,39.1028
288,11.4800,362,Team B,821,302,853,372,837.0,370.6,66.6958,28.4632
289,11.5200,6,Team B,1494,715,1569,856,1531.5,853.2,68.5741,67.0133
289,11.5200,7,Team B,1407,544,1457,670,1432.0,667.5,70.8269,57.4948
289,11.5200,89,Team B,475,443,516,545,495.5,543.0,56.6874,44.1564
289,11.5200,69,Team A,1178,650,1233,789,1205.5,786.2,65.0479,62.6836
289,11.5200,232,Staff/GK,1442,986,1527,1080,1484.5,1078.1,64.7549,74.5648
289,11.5200,266,Staff/GK,865,978,921,1080,893.0,1078.0,57.9981,72.2936
289,11.5200,311,Staff/GK,296,1005,355,1079,325.5,1077.5,51.7058,70.1589
289,11.5200,15,Team A,1484,445,1526,526,1505.0,524.4,76.2406,48.1110
289,11.5200,337,Team B,1086,245,1120,315,1103.0,313.6,75.1314,22.5547
289,11.5200,340,Team A,1612,328,1651,404,1631.5,402.5,84.0617,37.2699
289,11.5200,355,Team B,35,314,78,401,56.5,399.3,48.9828,27.9828
289,11.5200,363,Team B,1710,403,1752,506,1731.0,503.9,81.4973,47.7052
289,11.5200,364,Team A,272,275,303,340,287.5,338.7,54.3110,21.5929
289,11.5200,8,Team A,894,276,930,347,912.0,345.6,69.0507,26.0385
289,11.5200,384,Referee,569,331,631,453,600.0,450.6,59.8240,36.3695
289,11.5200,361,Team B,1477,286,1516,370,1496.5,368.3,82.5377,32.4785
289,11.5200,348,Team B,1382,350,1428,434,1405.0,432.3,77.5274,39.1111
289,11.5200,362,Team B,816,302,848,372,832.0,370.6,66.4556,28.6494
290,11.5600,6,Team B,1497,714,1574,858,1535.5,855.1,68.5561,67.1372
290,11.5600,7,Team B,1406,545,1458,677,1432.0,674.4,70.6686,57.7739
290,11.5600,89,Team B,469,442,511,548,490.0,545.9,56.5075,44.3334
290,11.5600,69,Team A,1173,650,1229,791,1201.0,788.2,64.9329,62.7426
290,11.5600,232,Staff/GK,1440,987,1526,1080,1483.0,1078.1,64.7120,74.5915
290,11.5600,266,Staff/GK,863,981,919,1080,891.0,1078.0,57.9508,72.3138
290,11.5600,311,Staff/GK,291,1006,350,1079,320.5,1077.5,51.6246,70.1678
290,11.5600,15,Team A,1474,446,1520,532,1497.0,530.3,75.9136,48.3599
290,11.5600,337,Team B,1079,245,1114,319,1096.5,317.5,74.7694,22.9192
290,11.5600,340,Team A,1609,329,1647,403,1628.0,401.5,83.9474,37.1931
290,11.5600,355,Team B,23,315,65,403,44.0,401.2,48.6706,28.0882
290,11.5600,363,Team B,1710,405,1751,506,1730.5,504.0,81.4489,47.6923
290,11.5600,364,Team A,265,275,295,339,280.0,337.7,54.0590,21.4465
290,11.5600,8,Team A,888,275,924,346,906.0,344.6,68.8582,25.9187
290,11.5600,384,Referee,559,330,623,457,591.0,454.5,59.5371,36.6352
290,11.5600,361,Team B,1473,287,1512,371,1492.5,369.3,82.3411,32.5125
290,11.5600,348,Team B,1375,350,1421,434,1398.0,432.3,77.2986,39.0932
290,11.5600,362,Team B,811,305,841,370,826.0,368.7,66.2609,28.5706
291,11.6000,6,Team B,1504,714,1581,860,1542.5,857.1,68.5734,67.2652
291,11.6000,7,Team B,1406,547,1460,687,1433.0,684.2,70.4623,58.2346
291,11.6000,89,Team B,465,443,508,548,486.5,545.9,56.3649,44.4059
291,11.6000,69,Team A,1169,651,1224,789,1196.5,786.2,64.8464,62.7101
291,11.6000,232,Staff/GK,1438,989,1525,1080,1481.5,1078.2,64.6744,74.6157
291,11.6000,266,Staff/GK,861,983,916,1080,888.5,1078.1,57.9012,72.3331
291,11.6000,311,Staff/GK,288,1010,344,1079,316.0,1077.6,51.5457,70.1793
291,11.6000,15,Team A,1466,448,1513,537,1489.5,535.2,75.5708,48.6741
291,11.6000,337,Team B,1072,244,1108,319,1090.0,317.5,74.4749,23.0479
291,11.6000,340,Team A,1604,330,1642,404,1623.0,402.5,83.7652,37.2118
291,11.6000,355,Team B,14,317,55,402,34.5,400.3,48.3849,28.0543
291,11.6000,363,Team B,1709,406,1750,507,1729.5,505.0,81.3670,47.7364
291,11.6000,364,Team A,258,273,289,339,273.5,337.7,53.8200,21.3834
291,11.6000,8,Team A,882,275,917,345,899.5,343.6,68.6572,25.7788
291,11.6000,384,Referee,552,328,616,458,584.0,455.4,59.2914,36.7865
291,11.6000,361,Team B,1471,289,1511,373,1491.0,371.3,82.1404,32.6700
291,11.6000,348,Team B,1363,349,1421,458,1392.0,455.8,76.5584,40.4781
291,11.6000,362,Team B,804,305,836,377,820.0,375.6,65.9509,29.0411
292,11.6400,6,Team B,1512,713,1587,861,1549.5,858.0,68.6154,67.3704
292,11.6400,7,Team B,1401,550,1454,687,1427.5,684.3,70.3046,58.4128
292,11.6400,89,Team B,461,443,505,548,483.0,545.9,56.2373,44.4359
292,11.6400,69,Team A,1166,648,1223,790,1194.5,787.2,64.7674,62.7286
292,11.6400,232,Team B,1437,991,1525,1080,1481.0,1078.2,64.6460,74.6412
292,11.6400,266,Staff/GK,859,984,914,1080,886.5,1078.1,57.8540,72.3529
292,11.6400,311,Staff/GK,285,1012,342,1079,313.5,1077.7,51.4811,70.1955
292,11.6400,15,Team A,1456,448,1506,542,1481.0,540.1,75.2132,49.0069
292,11.6400,337,Team B,1069,242,1105,316,1087.0,314.5,74.3355,22.8337
292,11.6400,340,Team A,1603,328,1641,404,1622.0,402.5,83.6451,37.2137
292,11.6400,355,Team B,5,318,46,403,25.5,401.3,48.1167,28.1022
292,11.6400,363,Team B,1709,406,1750,507,1729.5,505.0,81.3090,47.7565
292,11.6400,364,Team B,250,272,282,343,266.0,341.6,53.5554,21.6773
292,11.6400,8,Team A,875,273,912,345,893.5,343.6,68.4426,25.7091
292,11.6400,384,Referee,542,327,607,462,574.5,459.3,59.0088,37.0599
292,11.6400,361,Team B,1466,289,1507,373,1486.5,371.3,81.9543,32.7186
292,11.6400,348,Team B,1358,348,1411,447,1384.5,445.0,76.3708,40.3733
292,11.6400,362,Team B,798,308,831,381,814.5,379.5,65.6484,29.5135
293,11.6800,6,Team B,1518,714,1592,863,1555.0,860.0,68.6441,67.4873
293,11.6800,7,Team B,1399,548,1449,676,1424.0,673.4,70.3309,58.1094
293,11.6800,89,Team B,456,444,499,545,477.5,543.0,56.1088,44.3022
293,11.6800,69,Team A,1161,645,1219,789,1190.0,786.1,64.6869,62.7052
293,11.6800,232,Team B,1437,993,1525,1079,1481.0,1077.3,64.6315,74.6515
293,11.6800,266,Staff/GK,857,986,912,1080,884.5,1078.1,57.8077,72.3732
293,11.6800,311,Staff/GK,282,1013,339,1079,310.5,1077.7,51.4188,70.2122
293,11.6800,15,Team A,1447,451,1500,552,1473.5,550.0,74.7722,49.5763
293,11.6800,337,Team B,1067,241,1102,313,1084.5,311.6,74.2647,22.4839
293,11.6800,340,Team A,1600,326,1640,407,1620.0,405.4,83.4465,37.4014
293,11.6800,355,Team B,0,317,38,404,19.0,402.3,47.8873,28.1880
293,11.6800,363,Team B,1709,406,1750,508,1729.5,506.0,81.2363,47.8163
293,11.6800,364,Team B,244,275,274,342,259.0,340.7,53.3088,21.7167
293,11.6800,8,Team A,868,272,905,347,886.5,345.5,68.1727,25.8246
293,11.6800,384,Referee,533,326,596,461,564.5,458.3,58.7444,37.0899
293,11.6800,361,Team B,1464,289,1503,370,1483.5,368.4,81.8847,32.5116
293,11.6800,362,Team B,794,311,826,383,810.0,381.6,65.3927,29.8449
294,11.7200,6,Team B,1522,718,1596,870,1559.0,867.0,68.6035,67.7241
294,11.7200,7,Team B,1395,547,1443,672,1419.0,669.5,70.3236,57.8433
294,11.7200,89,Team B,449,441,493,546,471.0,543.9,55.9493,44.2854
294,11.7200,69,Team A,1156,644,1213,787,1184.5,784.1,64.6049,62.6357
294,11.7200,232,Team B,1436,994,1524,1079,1480.0,1077.3,64.6089,74.6699
294,11.7200,266,Staff/GK,855,988,910,1080,882.5,1078.2,57.7617,72.3936
294,11.7200,311,Staff/GK,279,1015,335,1079,307.0,1077.7,51.3540,70.2282
294,11.7200,15,Team A,1442,454,1493,555,1467.5,553.0,74.4458,49.9265
294,11.7200,337,Team B,1064,241,1097,310,1080.5,308.6,74.1965,22.0743
294,11.7200,340,Team A,1597,327,1638,410,1617.5,408.3,83.2089,37.6643
294,11.7200,363,Team B,1709,406,1750,508,1729.5,506.0,81.1819,47.8428
294,11.7200,364,Team B,236,274,266,342,251.0,340.6,53.0516,21.7257
294,11.7200,8,Team A,864,272,900,347,882.0,345.5,67.9520,25.8662
294,11.7200,384,Referee,526,324,589,461,557.5,458.3,58.5162,37.0893
294,11.7200,361,Team B,1461,288,1500,369,1480.5,367.4,81.8025,32.3457
294,11.7200,362,Team B,790,310,823,385,806.5,383.5,65.1715,30.1168
294,11.7200,348,Team B,1348,349,1393,436,1370.5,434.3,76.2836,39.6374
295,11.7600,6,Team B,1527,721,1601,875,1564.0,871.9,68.5646,67.9627
295,11.7600,7,Team B,1392,548,1439,670,1415.5,667.6,70.2906,57.6662
295,11.7600,89,Team B,442,441,485,545,463.5,542.9,55.7759,44.2207
295,11.7600,69,Team A,1152,642,1208,786,1180.0,783.1,64.5224,62.5775
295,11.7600,232,Team B,1436,995,1525,1079,1480.5,1077.3,64.5936,74.6951
295,11.7600,266,Staff/GK,853,991,907,1079,880.0,1077.2,57.7161,72.3958
295,11.7600,311,Staff/GK,276,1018,329,1080,302.5,1078.8,51.2807,70.2606
295,11.7600,15,Team A,1438,459,1487,556,1462.5,554.1,74.2121,50.1049
295,11.7600,337,Team B,1060,243,1092,310,1076.0,308.7,74.0466,21.9073
295,11.7600,340,Team A,1594,327,1636,409,1615.0,407.4,83.0731,37.6971
295,11.7600,363,Team B,1710,405,1750,506,1730.0,504.0,81.1900,47.7577
295,11.7600,364,Team B,230,274,258,339,244.0,337.7,52.8143,21.4847
295,11.7600,8,Team A,859,270,896,347,877.5,345.5,67.7516,25.8752
295,11.7600,384,Referee,516,320,580,462,548.0,459.2,58.2652,37.1244
295,11.7600,361,Team B,1458,285,1497,369,1477.5,367.3,81.6867,32.2663
295,11.7600,362,Team B,786,310,819,385,802.5,383.5,64.9847,30.2231
295,11.7600,348,Team B,1340,347,1384,436,1362.0,434.2,76.1006,39.3154
296,11.8000,6,Team B,1532,724,1606,881,1569.0,877.9,68.5168,68.2244
296,11.8000,7,Team B,1388,550,1433,668,1410.5,665.6,70.2316,57.5206
296,11.8000,89,Team B,435,442,478,546,456.5,543.9,55.5928,44.2343
296,11.8000,69,Team A,1147,638,1203,783,1175.0,780.1,64.4524,62.4651
296,11.8000,232,Team B,1433,997,1524,1079,1478.5,1077.4,64.5634,74.7174
296,11.8000,266,Staff/GK,852,993,906,1079,879.0,1077.3,57.6771,72.4113
296,11.8000,311,Staff/GK,271,1020,324,1079,297.5,1077.8,51.2026,70.2613
296,11.8000,15,Team A,1434,461,1481,557,1457.5,555.1,74.0168,50.2118
296,11.8000,337,Team B,1056,243,1088,309,1072.0,307.7,73.8967,21.7473
296,11.8000,340,Team A,1592,328,1633,410,1612.5,408.4,82.9193,37.7686
296,11.8000,363,Team B,1711,406,1751,507,1731.0,505.0,81.1555,47.7803
296,11.8000,364,Team B,221,274,250,341,235.5,339.7,52.5468,21.5450
296,11.8000,8,Team A,854,270,890,347,872.0,345.5,67.5438,25.8713
296,11.8000,384,Referee,506,319,569,463,537.5,460.1,57.9930,37.1744
296,11.8000,361,Team B,1455,283,1494,371,1474.5,369.2,81.4984,32.3691
296,11.8000,362,Team B,782,309,815,385,798.5,383.5,64.8118,30.2619
296,11.8000,348,Team B,1333,346,1379,437,1356.0,435.2,75.8904,39.2296
297,11.8400,6,Team B,1539,729,1614,886,1576.5,882.9,68.4962,68.4786
297,11.8400,7,Team B,1382,550,1429,672,1405.5,669.6,70.0841,57.5942
297,11.8400,89,Team B,430,442,472,547,451.0,544.9,55.4223,44.2827
297,11.8400,69,Team A,1143,636,1199,781,1171.0,778.1,64.3871,62.3626
297,11.8400,232,Team B,1430,998,1521,1079,1475.5,1077.4,64.5205,74.7360
297,11.8400,266,Staff/GK,849,994,904,1079,876.5,1077.3,57.6306,72.4283
297,11.8400,311,Staff/GK,268,1022,321,1079,294.5,1077.9,51.1348,70.2721
297,11.8400,15,Team A,1427,458,1473,554,1450.0,552.1,73.8792,50.0999
297,11.8400,337,Team B,1051,240,1085,311,1068.0,309.6,73.6764,21.8504
297,11.8400,340,Team A,1590,329,1631,411,1610.5,409.4,82.7657,37.8573
297,11.8400,363,Team B,1711,406,1751,507,1731.0,505.0,81.1161,47.7920
297,11.8400,364,Team B,213,272,243,338,228.0,336.7,52.2969,21.3202
297,11.8400,8,Team A,849,270,886,347,867.5,345.5,67.3475,25.8660
297,11.8400,384,Referee,502,355,550,462,526.0,459.9,57.7089,37.1557
297,11.8400,361,Team B,1453,281,1491,369,1472.0,367.2,81.4049,32.2551
297,11.8400,362,Team B,778,308,810,383,794.0,381.5,64.6640,30.1306
297,11.8400,348,Team B,1326,347,1371,436,1348.5,434.2,75.6917,39.1149
297,11.8400,427,Team B,646,202,671,260,658.5,258.8,64.1714,11.2924
298,11.8800,6,Team B,1546,736,1620,888,1583.0,885.0,68.5075,68.6590
298,11.8800,7,Team B,1378,551,1426,675,1402.0,672.5,69.9299,57.7257
298,11.8800,89,Team B,423,440,465,548,444.0,545.8,55.2410,44.3389
298,11.8800,69,Team A,1139,636,1194,780,1166.5,777.1,64.3101,62.2921
298,11.8800,232,Team B,1423,1000,1516,1079,1469.5,1077.4,64.4512,74.7463
298,11.8800,266,Staff/GK,847,994,902,1079,874.5,1077.3,57.5846,72.4468
298,11.8800,311,Staff/GK,265,1024,317,1079,291.0,1077.9,51.0678,70.2859
298,11.8800,15,Team A,1419,459,1468,560,1443.5,558.0,73.6193,50.3073
298,11.8800,337,Team B,1048,238,1080,309,1064.0,307.6,73.5223,21.7072
298,11.8800,340,Team A,1588,332,1628,410,1608.0,408.4,82.6608,37.8251
298,11.8800,363,Team B,1711,407,1751,506,1731.0,504.0,81.0982,47.7509
298,11.8800,364,Team B,206,271,236,338,221.0,336.7,52.0514,21.2289
298,11.8800,8,Team A,844,272,880,346,862.0,344.5,67.1567,25.7812
298,11.8800,384,Referee,494,369,537,465,515.5,463.1,57.4094,37.3174
298,11.8800,361,Team B,1450,281,1485,365,1467.5,363.3,81.3755,31.9019
298,11.8800,348,Team B,1318,349,1362,435,1340.0,433.3,75.4830,38.9866
298,11.8800,427,Team B,642,202,666,260,654.0,258.8,64.0386,11.2990
298,11.8800,428,Team B,528,321,564,397,546.0,395.5,58.6701,30.3765
299,11.9200,6,Team B,1549,742,1624,891,1586.5,888.0,68.4974,68.8241
299,11.9200,7,Team B,1372,552,1420,676,1396.0,673.5,69.7737,57.8040
299,11.9200,89,Team B,416,441,458,548,437.0,545.9,55.0594,44.3541
299,11.9200,69,Team A,1136,640,1190,783,1163.0,780.1,64.2030,62.3525
299,11.9200,232,Team B,1417,1000,1512,1079,1464.5,1077.4,64.3786,74.7550
299,11.9200,266,Staff/GK,843,994,900,1079,871.5,1077.3,57.5318,72.4635
299,11.9200,311,Staff/GK,262,1025,313,1079,287.5,1077.9,51.0010,70.3005
299,11.9200,15,Team A,1412,462,1460,564,1436.0,562.0,73.3346,50.5507
299,11.9200,337,Team B,1043,236,1076,311,1059.5,309.5,73.2925,21.8177
299,11.9200,340,Team A,1585,333,1623,409,1604.0,407.5,82.5548,37.7364
299,11.9200,363,Team B,1711,406,1751,506,1731.0,504.0,81.0657,47.7362
299,11.9200,364,Team B,198,272,229,340,213.5,338.6,51.7957,21.3555
299,11.9200,8,Team A,839,273,873,345,856.0,343.6,66.9606,25.6616
299,11.9200,384,Referee,485,372,529,466,507.0,464.1,57.1429,37.4295
299,11.9200,361,Team B,1443,281,1479,365,1461.0,363.3,81.2244,31.7405
299,11.9200,348,Team B,1313,349,1356,435,1334.5,433.3,75.2898,38.9215
299,11.9200,428,Team B,520,320,558,401,539.0,399.4,58.5033,30.6399
300,11.9600,6,Team B,1549,745,1628,895,1588.5,892.0,68.4573,69.0001
300,11.9600,7,Team B,1367,554,1414,675,1390.5,672.6,69.6467,57.7946
300,11.9600,89,Team B,410,442,450,547,430.0,544.9,54.8817,44.3060
300,11.9600,69,Team A,1130,642,1185,785,1157.5,782.1,64.0751,62.4305
300,11.9600,232,Team B,1408,1000,1509,1079,1458.5,1077.4,64.2975,74.7607
300,11.9600,266,Staff/GK,840,995,897,1079,868.5,1077.3,57.4763,72.4800
300,11.9600,311,Staff/GK,258,1026,310,1079,284.0,1077.9,50.9344,70.3154
300,11.9600,15,Team A,1405,467,1451,566,1428.0,564.0,73.0683,50.7205
300,11.9600,337,Team B,1038,235,1071,310,1054.5,308.5,73.0937,21.7650
300,11.9600,340,Team A,1580,336,1617,407,1598.5,405.6,82.4534,37.5575
300,11.9600,363,Team B,1710,406,1750,505,1730.0,503.0,81.0380,47.6801
300,11.9600,364,Team B,191,271,221,338,206.0,336.7,51.5460,21.2416
300,11.9600,8,Team A,833,273,867,343,850.0,341.6,66.7780,25.4468
300,11.9600,384,Referee,472,374,513,459,492.5,457.3,56.8650,37.0413
300,11.9600,361,Team B,1437,281,1475,365,1456.0,363.3,81.0472,31.6614
300,11.9600,348,Team B,1306,347,1349,434,1327.5,432.3,75.1043,38.8135
300,11.9600,428,Team B,516,324,551,398,533.5,396.5,58.3435,30.5438
300,11.9600,362,Team B,761,314,797,400,779.0,398.3,64.0526,31.2512
301,12.0000,6,Team B,1547,747,1628,898,1587.5,895.0,68.3909,69.1493
301,12.0000,7,Team B,1363,561,1406,673,1384.5,670.8,69.5373,57.7176
301,12.0000,89,Team B,404,443,443,545,423.5,543.0,54.7145,44.1867
301,12.0000,69,Team A,1122,646,1177,786,1149.5,783.2,63.9248,62.4816
301,12.0000,232,Team B,1401,999,1506,1079,1453.5,1077.4,64.2202,74.7672
301,12.0000,266,Staff/GK,837,995,894,1079,865.5,1077.3,57.4197,72.4959
301,12.0000,311,Staff/GK,253,1026,305,1079,279.0,1077.9,50.8579,70.3268
301,12.0000,15,Team A,1389,470,1441,580,1415.0,577.8,72.5624,51.3570
301,12.0000,337,Team B,1032,234,1065,311,1048.5,309.5,72.8454,21.8204
301,12.0000,340,Team A,1575,335,1614,408,1594.5,406.5,82.2924,37.5377
301,12.0000,363,Team B,1709,406,1748,505,1728.5,503.0,80.9818,47.6555
301,12.0000,364,Team B,183,268,212,334,197.5,332.7,51.2879,20.8610
301,12.0000,8,Team A,827,273,861,343,844.0,341.6,66.5684,25.3536
